turns_in_diag	first_utt_idx_in_diag	human_response	prompt	corpus	sample_index
114	36	B:Uh-huh.	A:They have?\nB:Sure.. But, um, yeah,. I'm not sure how much the water pollution is, is directly related to the air pollution, other than acid rain,. yeah,\nA:Acid rain,. yeah,. that's, that's what I was, uh,\nB:I mean the stuff I've read recently in Technology Review basically indicates that acid rain may be a little bit, uh, overstated. That a lot of the die off they've seen in forests may not really be due to acid rain at all.. Um,. I'm not an expert.\nA:Yeah,. no.. Didn't they just have an article, oh, on, uh,. they were dumping lime.\nB:Up here?\nA:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.	switchboard	36
114	37	A:I can't remember where. I, I read that recently somewhere,. and I can't remember where.	B:Sure.. But, um, yeah,. I'm not sure how much the water pollution is, is directly related to the air pollution, other than acid rain,. yeah,\nA:Acid rain,. yeah,. that's, that's what I was, uh,\nB:I mean the stuff I've read recently in Technology Review basically indicates that acid rain may be a little bit, uh, overstated. That a lot of the die off they've seen in forests may not really be due to acid rain at all.. Um,. I'm not an expert.\nA:Yeah,. no.. Didn't they just have an article, oh, on, uh,. they were dumping lime.\nB:Up here?\nA:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.	switchboard	37
114	38	B:Yeah,. that's	A:Acid rain,. yeah,. that's, that's what I was, uh,\nB:I mean the stuff I've read recently in Technology Review basically indicates that acid rain may be a little bit, uh, overstated. That a lot of the die off they've seen in forests may not really be due to acid rain at all.. Um,. I'm not an expert.\nA:Yeah,. no.. Didn't they just have an article, oh, on, uh,. they were dumping lime.\nB:Up here?\nA:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.	switchboard	38
114	39	A:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.	B:I mean the stuff I've read recently in Technology Review basically indicates that acid rain may be a little bit, uh, overstated. That a lot of the die off they've seen in forests may not really be due to acid rain at all.. Um,. I'm not an expert.\nA:Yeah,. no.. Didn't they just have an article, oh, on, uh,. they were dumping lime.\nB:Up here?\nA:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's	switchboard	39
114	40	B:Uh-huh.. Um.	A:Yeah,. no.. Didn't they just have an article, oh, on, uh,. they were dumping lime.\nB:Up here?\nA:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.	switchboard	40
114	41	A:Um, you kind of think it's something else then?	B:Up here?\nA:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.	switchboard	41
114	42	B:Well, that's what the environmentalists were claiming in this article.. So that,	A:Up, upstate New York somewhere, over huge areas,\nB:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?	switchboard	42
114	43	A:Oh, they didn't say, they didn't say what though,. they just said they thought it was,	B:I haven't read that.. Oh yeah.\nA:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?\nB:Well, that's what the environmentalists were claiming in this article.. So that,	switchboard	43
114	44	B:They didn't say what,. they just said they thought acid rain's contribution may be less than was previously suspected. Um, that it may be other natural things at work. Um,	A:and they thought that was more beneficial because, you know it, it, some of it does soak in. and some of it runs off right away into the, in to the streams and rivers. and some of the fish were supposedly making a comeback.\nB:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?\nB:Well, that's what the environmentalists were claiming in this article.. So that,\nA:Oh, they didn't say, they didn't say what though,. they just said they thought it was,	switchboard	44
114	45	A:Uh, natural disease,	B:Uh-huh.\nA:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?\nB:Well, that's what the environmentalists were claiming in this article.. So that,\nA:Oh, they didn't say, they didn't say what though,. they just said they thought it was,\nB:They didn't say what,. they just said they thought acid rain's contribution may be less than was previously suspected. Um, that it may be other natural things at work. Um,	switchboard	45
114	46	B:Yeah,. so it's, it's less than clear.. Like I said, I don't remember the article that well.	A:I can't remember where. I, I read that recently somewhere,. and I can't remember where.\nB:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?\nB:Well, that's what the environmentalists were claiming in this article.. So that,\nA:Oh, they didn't say, they didn't say what though,. they just said they thought it was,\nB:They didn't say what,. they just said they thought acid rain's contribution may be less than was previously suspected. Um, that it may be other natural things at work. Um,\nA:Uh, natural disease,	switchboard	46
114	47	A:Yeah,. yeah.	B:Yeah,. that's\nA:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?\nB:Well, that's what the environmentalists were claiming in this article.. So that,\nA:Oh, they didn't say, they didn't say what though,. they just said they thought it was,\nB:They didn't say what,. they just said they thought acid rain's contribution may be less than was previously suspected. Um, that it may be other natural things at work. Um,\nA:Uh, natural disease,\nB:Yeah,. so it's, it's less than clear.. Like I said, I don't remember the article that well.	switchboard	47
114	48	B:But, um, I don't know,. I mean, what do you think we can, uh, I guess as individuals or as a group, do about, uh, air pollution?	A:But I, I thought it was up there.. So, that's interesting because New Hampshire, and parts of Vermont, um, they showed pictures of, of extensive tree damage that they attributed to acid rain.\nB:Uh-huh.. Um.\nA:Um, you kind of think it's something else then?\nB:Well, that's what the environmentalists were claiming in this article.. So that,\nA:Oh, they didn't say, they didn't say what though,. they just said they thought it was,\nB:They didn't say what,. they just said they thought acid rain's contribution may be less than was previously suspected. Um, that it may be other natural things at work. Um,\nA:Uh, natural disease,\nB:Yeah,. so it's, it's less than clear.. Like I said, I don't remember the article that well.\nA:Yeah,. yeah.	switchboard	48
